Headline,Body ID,Stance
"Boko Haram claims to have German hostage, denies ceasefire",2272,agree
Soldier shot at War Memorial; multiple shots fired in Parliament,373,unrelated
If Only A Bird Really Did Poop on Putin,2278,unrelated
Rapper Big Bank Hank of Sugarhill Gang dies at 57,1107,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],2141,unrelated
New Audio Allegedly Captures Moment Michael Brown Was Shot,450,unrelated
Apple Watch reportedly has low-energy 'power reserve' mode,487,discuss
Police find mass graves with at least '15 bodies' near Mexico town where 43 students disappeared after police clash,251,unrelated
Nigeria says it has deal with Boko Haram to release kidnapped girls,1419,discuss
Amazon plans a streaming-video alternative,367,unrelated
IRAQI AND KURDISH MEDIA REPORTS: ISIS FIGHTERS HAVE CONTRACTED EBOLA,559,unrelated
Michael Zehaf-Bibeau ID’d as Canadian Shooting Suspect in Ottawa,1883,unrelated
IS Militants Kill 300 Iraqi Soldiers with Chlorine Gas,251,unrelated
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,1417,discuss
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",1905,unrelated
"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",2260,agree
Nigeria and Boko Haram 'agree ceasefire and girls' release',1661,unrelated
Chugging eggnog sends Utah man to hospital,251,unrelated
Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?,984,discuss
Say 'eh-oh!' to the Teletubbies SUN BABY - can you still recognise her after 19 years?,1185,unrelated
"Elon University has not banned the term ‘freshman,’ despite rumors",362,agree
"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",1983,discuss
Nun gives birth to surprise baby after complaining of stomach pains,40,unrelated
You're Not Going to Become Weightless on January 4th,909,unrelated
Isilkulskom student has gained superhero powers after shock,1426,unrelated
American hostage killed in rescue attempt in Yemen - senior official,2247,discuss
Christian Bale won't play Steve Jobs,571,unrelated
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,2314,unrelated
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1249,discuss
GCPD Solved Stolen Batmobile Case?,692,unrelated
US officials: Video shows American's execution,928,discuss
"North Korea leader Kim is still in charge, has injured leg: source",2230,discuss
Durex on Rumored ‘Pumpkin Spice’ Condom: No Comment,367,unrelated
Christian Bale in Talks to Star in Sony's Steve Jobs Film,1839,unrelated
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,80,unrelated
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",2415,unrelated
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,472,unrelated
Christian Bale to play Steve Jobs in upcoming biopic,1658,unrelated
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,2175,unrelated
Teen Makes $72 Million on the Stock Market,409,unrelated
Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him,634,unrelated
Research Medical Center denies reports that a patient has Ebola,2104,agree
Nun gives birth to surprise baby after complaining of stomach pains,1412,agree
Nigeria says ceasefire agreed with Boko Haram,1430,discuss
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,313,unrelated
Missing Libyan jetliners raise fears of terror attacks on 9/11,1197,agree
"Is Kim Jong-un's Sister, Kim Yo-jong, Running North Korea In His Mysterious Absence?",2061,unrelated
'Sex attacker' has penis cut off with a cleaver in India,2005,agree
SEE IT: California homeless man uses $100 gift to give food to others,387,unrelated
Court Orders Probe Into Complaints Of 'Forced Castration' In Religious 'Dera' Sect,887,unrelated
I aborted my baby because it was a boy,1939,unrelated
Ferguson riots: audio may have captured Michael Brown shooting,900,unrelated
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,1854,unrelated
ISIS Appears To Behead American Photojournalist In YouTube Video,2067,discuss
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,35,unrelated
Report: Secret Service Lied About White House Fence Jumper,663,discuss
WHO investigates media reports ISIS fighters contracted Ebola,1689,discuss
Seth Rogen reported to play Woz in the upcoming Steve Jobs movie,1575,discuss
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",1877,unrelated
Setting the record straight on tor,986,unrelated
Is the iPhone 6 Really Pulling Out Your Hair?,1867,discuss
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",2096,discuss
Boko Haram ceasefire ignored as violence flares in Borno state,992,unrelated
This Is The Most Epic Way To Quit Your Job,887,unrelated
Homeland Security says terrorists haven't crossed U.S-Mexico border,2458,unrelated
Did a plumber's pick-up truck from Texas end up carrying an anti-aircraft gun for Islamic fighters on the front lines of Syria?,1670,unrelated
"Kim Jong Un hospitalized with two broken ankles, reportedly from wearing heels and being overweight",1689,unrelated
Nicaragua says meteorite probable cause of blast in capital,724,unrelated
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,2200,discuss
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",1549,unrelated
Islamic State Leader al-Baghdadi “Not Dead”,1466,discuss
"No, there aren’t any Ebola cases in Iraq",1034,unrelated
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,304,unrelated
Surreal Photos of Fisherman’s Jaw-Dropping Catch Will Likely Have People Wondering If It’s Real,842,discuss
Audio recording allegedly captures at least 10 shots fired in Michael Brown killing,1808,unrelated
McDonald’s Will Stop Serving Overweight Customers Beginning 1/1/15,1539,unrelated
Mexico prosecutor: Students not in 1st mass graves,761,unrelated
Accountant Claims Comcast Got Him Fired From His Job for Reporting a Customer Service Issue,32,unrelated
"Israel opens dams, floods Gaza",472,unrelated
Nigeria Boko Haram blamed for raids despite truce claim,1630,discuss
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,1040,unrelated
Isis militants claim to have killed US journalist James Foley,527,unrelated
Penis Spray-Painted on a $2.5 Million Car Was Just for a Prank Video,2369,disagree
"Kim Yo Jong, Kim Jong-Un’s Sister, Takes Control of North Korea While Brother Gets Treatment?",2046,unrelated
"Apple Media Event Rumored for Late February, Apple Watch and 12"" MacBook Air Likely Topics [Updated]",456,unrelated
Dog found abandoned outside railway station with suitcase of his belongings,304,unrelated
The iPhone 6 'Hairgate' Is Not a Thing,1289,unrelated
Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,1262,discuss
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,1854,unrelated
Shots Heard In Alleged Brown Shooting Recording [AUDIO],816,discuss
"Prankster Gives Homeless Man $100, Secretly Follows Him And Learns He Buys Food For Others",1681,unrelated
ISIS Militants Allegedly Contracted Ebola,139,unrelated
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,431,unrelated
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",2132,disagree
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,2367,discuss
Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau,1751,unrelated
ISIS militants appear to behead abducted American journalist James Wright Foley in graphic video,1288,discuss
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,2304,unrelated
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,1744,discuss
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1893,unrelated
"Reports Isis fighters have contracted Ebola are 'incorrect', says Iraqi health ministry",1355,agree
A Predator Drone Has Reportedly Been Spotted Circling Above ISIS's Capital City,220,unrelated
Batman Set To Play Steve Jobs In Upcoming Biopic,1939,unrelated
News sites fall for Putin bird-dropping video,2278,unrelated
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1541,unrelated
ISIL video claims beheading of kidnapped journalist James Foley,938,unrelated
Somalia Shebab chief Ahmed Abdi Godane likely dead in US strike: Source,2268,unrelated
New iOS 8 bug can delete all of your iCloud documents,1538,unrelated
Emotional sergeant-at-arms is greeted back to parliament with a rousing standing ovation a day after he heroically shot dead terrorist - the first time he used weapon in 30 year career,2404,unrelated
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,698,unrelated
Sugarhill Gang rapper Big Bank Hank dead at 57,2421,unrelated
NASA Raises Doubts About Reports of Nicaraguan Meteorite,10,unrelated
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',195,unrelated
Sugarhill Gang's Big Bank Hank Dead At 57,2080,agree
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",1234,discuss
Fake BBC News website set up to carry Charlie Hebdo attack conspiracy theories,915,agree
Iraqi and Kurdish media reports cases of Ebola among Islamic State fighters in Mosul,568,unrelated
"David Haines Beheaded By ISIS, Execution Video Contains Threats Against UK: Reports",68,unrelated
'Jihadi John' named as Mohammed Emwazi from London,2184,unrelated
Is Kim Jong Un's sister Kim Yo Jong in charge?,490,unrelated
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,304,unrelated
The Chinese Guide to Avoiding a Bad English Name,1170,unrelated
Banksy arrest hoax: US website claims street artist caught in Watford,1898,unrelated
The Story Of The High School Trader Who Made $72 Million Is A Rumor Spun Out Of Control,682,unrelated
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,1786,unrelated
YPG Confirms: Gill Rosenberg Not Captured in Kobani,80,unrelated
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,2404,unrelated
"Ann Arbor pizza delivery driver surprised with $2,000 tip",1040,unrelated
Russian TV actor wakes up to find his testicles stolen,170,unrelated
Judicial Watch's Farrell: ISIS Terrorists Did Cross Mexican Border,130,unrelated
London hip-hop artist Abdel-Majed Abdel Bary key suspect in hunt for killer of American journalist James Foley,2327,discuss
Has North Korean dictator Kim Jong-un been replaced by his sister?,900,unrelated
A really devoted man spent $460 on surgery for his constipated goldfish,1541,agree
Macaulay Culkin Dead?,195,unrelated
"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",2178,disagree
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,1004,unrelated
Dog Found Abandoned With Suitcase Filled With His Belongings,367,unrelated
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,539,agree
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,26,unrelated
I aborted my baby because it was a boy,529,unrelated
Killing in the name of! Kim Jong-un launches attack on others named 'Kim Jong-un',2143,unrelated
"In Vogue vs Rats War, the Rats Are Winning",1543,discuss
Now the Vogue Rats Are Chewing Through Couture,585,unrelated
Apple Watch launch reportedly planned for February with limited supply,529,unrelated
Fears Islamic State could launch EBOLA attack on Britain after fighters 'contract virus',620,discuss
Female teacher facing sack after making SEX TAPE with teenager,1357,unrelated
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1939,unrelated
Report claims Kim Jong-un underwent surgery to repair fractured ankles,505,unrelated
An Audio Recording of the Michael Brown Shooting Has Reportedly Surfaced,1916,discuss
Boko Haram denies it has agreed ceasefire,244,unrelated
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,529,unrelated
"Thanks Uncle Sam, we have your weapons airdrop: ISIS taunts America over intercepted weapons meant for Kurds",1649,unrelated
"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe",2070,unrelated
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",972,unrelated
Reports of missing Libyan planes raise 9/11 terror fears,299,unrelated
Christian Bale in Talks to Play Steve Jobs in Danny Boyle's Biopic,1294,unrelated
Newly Discovered Mass Grave Linked to Missing Mexican Students,983,discuss
State House time capsule from 1795 unearthed,218,unrelated
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",1027,discuss
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,1019,unrelated
"Apple to Take Reservations for Trying On Apple Watch, Considered Platinum Model",1289,unrelated
Dog abandoned at railway station with suitcase set for happy ending as offers pour in,693,unrelated
Giant 8ft 9in catfish weighing 19 stone caught in Italy is thought to be the biggest ever reeled in with a rod and line,2161,agree
Seth Rogen reported to play Woz in the upcoming Steve Jobs movie,1058,unrelated
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1658,agree
Watch NAKED airport worker walk through scanner in bizarre protest against 'rough' guards,1040,unrelated
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,1939,discuss
"North Korean leader Kim Jong Un had ankle surgery, report says",2141,unrelated
